name,category,site,website,phone,borough,address,open,online,takeaway,delivery,appointment,note,gid,lat,lng
Jet-setter,Mode et accessoires,Site,http://www.jet-setter.ca/,(514) 271-5058,Boul. Saint-Laurent,"4075 Boul St-Laurent, Montréal, QC H2W 1Y7, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,maison-et-deco FERMÉ MAIS EN ACTIVITÉ https://www.jet-setter.ca/",ChIJuWz-j9UbyUwRXGEFw-ncA5c,45.517314,-73.579862
Juliette Et Chocolat,Restos et Cafés,Site,http://www.julietteetchocolat.com/,,Boul. Saint-Laurent,"3600 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,cafes,comfort-food,restos FERMÉ MAIS EN ACTIVITÉ https://www.julietteetchocolat.com/en",ChIJ47oNM7MbyUwR2Bzlr21yFHQ,45.513839,-73.5727835
Katrin Leblond Design,Mode et accessoires,Site,http://www.katrinleblond.com/,,Boul. Saint-Laurent,"4647 Boul St-Laurent, Montréal, QC H2T 1R2, Canada",Fermé,,,,,"mode-magasinage,mode FERMÉ MAIS EN ACTIVITÉ https://store.katrinleblond.com/",ChIJ4U0KfNQbyUwRbfHUhqm5vNM,45.5213204,-73.5886662
Ke Paso Mexigrill,Alimentation,Site,http://www.kepasomexigrill.com/,(514) 543-3499,Boul. Saint-Laurent,"3499 Boul St-Laurent, Montréal, QC H2X 2T6, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire FERMÉ MAIS EN ACTIVITÉ Uber Eats, Skip the Dishes et Foodora",ChIJOwTQn2gbyUwRjIJiTw7q7aY,45.5133002,-73.5709429
Kemmi Collection 3688 A,Mode et accessoires,Site,http://funkytoque.com/,(514) 449-1107,Boul. Saint-Laurent,"3688 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,bijouteries FERMÉ MAIS EN ACTIVITÉ https://www.kemmicollection.com/",ChIJxdgMDjUayUwRWFP-LHi02Fo,45.5145105,-73.5742065
Kitsch'n Swell,Mode et accessoires,Site,https://www.boutiquekitschnswell.com/fc/,,Boul. Saint-Laurent,"4065 Boul St-Laurent, Montréal, QC H2W 1Y7, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,vintage-friperies FERMÉ MAIS EN ACTIVITÉ https://www.boutiquekitschnswell.com/fc/",ChIJx-MoNDMayUwRTqjjLcg9sRU,45.5172915,-73.5798251
Koodo,Mode et accessoires,Site,http://www.mobilitel.ca/,,Boul. Saint-Laurent,"3573 Boul St-Laurent, Montréal, QC H2X 2T6, Canada",Ouvert ou activité réduite,,Oui,,,"gestion-services,support-informatique-telecommunications,mode-magasinage,quincailleries-electronique FERMÉ MAIS EN ACTIVITÉ https://www.koodomobile.com/fr/phones",ChIJD2Y_G9QfyUwR788absmarKg,45.5138526,-73.5720968
L'espanola,Mode et accessoires,Site,http://www.lespanola.com/,,Boul. Saint-Laurent,"3811 Boul St-Laurent, Montréal, QC H2W 1X9, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,epiceries-depanneurs-tabagies,mode-magasinage,fleuristes-cadeaux-artisanat,livres-magazines-musique FERMÉ MAIS EN ACTIVITÉ https://lespanola.com/",ChIJMZSfwTQayUwR1F826wBhAiE,45.5156522,-73.5760842
L'étoile Waldman,Alimentation,Site,http://www.etoilewaldman.ca/,(514) 849-9696,Boul. Saint-Laurent,"4128 Boul St-Laurent, Montréal, QC H2W 1Y8, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,boucheries-poissonneries-delicatessen,epiceries-depanneurs-tabagies OUVERT Par téléphone - Livraison seulement pour plus de 200$",ChIJM7si7LAbyUwRYgoOr66ddEM,45.517529,-73.5810981
La Jet Society,Mode et accessoires,Site,http://www.lajetsociety.com/,(514) 307-3435,Boul. Saint-Laurent,"3706 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage, FERMÉ MAIS EN ACTIVITÉ https://www.lajetsociety.com/",ChIJiaKKDmQbyUwRHX1XN_VHFFY,45.5146241,-73.5744592
La Petite Garconne,Mode et accessoires,Site,https://1861.ca/collections/lapetitegarconne,514-903-1861,Boul. Saint-Laurent,"3650 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,mode FERMÉ MAIS EN ACTIVITÉ www.lapetitegarconne.ca",ChIJJSn0czUayUwR7bxsJqenyXQ,45.5141907,-73.5735474
La Vieille Europe,Alimentation,Site,https://facebook.com/LaVieilleEurope/,(514) 842-5773,Boul. Saint-Laurent,"3855 Boul St-Laurent, Montréal, QC H2W 1X9, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,boucheries-poissonneries-delicatessen,cafes,epiceries-depanneurs-tabagies OUVERT Foodora ",ChIJ1xacuzQayUwR-jPy0WORVJY,45.515968,-73.5767709
Latitute Nord,Mode et accessoires,,,(514) 287-9038,Boul. Saint-Laurent,4402 Saint-Laurent,Fermé,,,,,"mode-magasinage,maison-et-deco FERMÉ MAIS EN ACTIVITÉ DISPONIBLE PAR TELEPHONE, COURRIEL ET VIDEOCONFERENCE",,,
Le Barbershop Krwn ,"Santé, sports, beauté et bien-être",Site,http://www.krwn.co/,,Boul. Saint-Laurent,"4433 Boul St-Laurent, Montréal, QC H2W 1Z8, Canada",Ouvert ou activité réduite,,Oui,,,"beaute-bien-etre,soins-de-beaute FERMÉ MAIS EN ACTIVITÉ https://krwn.co/collections/all",ChIJyaNd49IbyUwRK10qbzcyjxk,45.5197987,-73.5852875
Le Club Social Le Scaphandre,Culture,Site,https://divingbellsocial.com/,,Boul. Saint-Laurent,"3956 Boul St-Laurent Étage 3, Montréal, QC H2W 1Y3, Canada",Ouvert ou activité réduite,,Oui,Oui,,"art-culture,salles-de-spectacles-theatres FERMÉ / SESSION LIVE https://www.facebook.com/divingbellsocial/",ChIJwbXVczIbyUwRuhyiR8cJKTQ,45.5165689,-73.579038
Le Magasin Du Chainon,Mode et accessoires,Site,http://www.lechainon.org/fr/magasin,(514) 845-0151,Boul. Saint-Laurent,"4375 Boul St-Laurent, Montréal, QC H2W 1Z8, Canada",Fermé,,,,,"gestion-services,regroupements-obnl,mode-magasinage,vintage-friperies FERME  https://www.facebook.com/donate/2986866974669297/",ChIJzb8v69IbyUwRPmw_44cclUY,45.519307,-73.584329
Librairie Gallimard,Mode et accessoires,Site,http://www.gallimardmontreal.com/,(514) 499-2012,Boul. Saint-Laurent,"3700 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,livres-magazines-musique FERMÉ MAIS EN ACTIVITÉ https://www.gallimardmontreal.com/",ChIJ5x4uDjUayUwR2i6h4T7s2I8,45.514505,-73.5742885
Limuro,Mode et accessoires,Site,https://www.limuro.com/,info@limuro.com ,Boul. Saint-Laurent,"4823 Boul St-Laurent, Montréal, QC H2T 1R6, Canada",Fermé,,,,,"mode-magasinage,maison-et-deco FERMÉ MAIS EN ACTIVITÉ https://www.limuro.com/",ChIJdY0KRdQbyUwRQBig5E_EXg8,45.521849,-73.589748
Lunetterie F. Farhat,Mode et accessoires,Site,https://loptikfarhat.com/,,Boul. Saint-Laurent,"3461 Boul St-Laurent, Montréal, QC H2X 2T6, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,lunetteries FERMÉ MAIS EN ACTIVITÉ https://loptikfarhat.com/fr/",ChIJoSGaUEoayUwRv6X-ur2oeCg,45.5130602,-73.570378
M0851,Mode et accessoires,Site,https://www.m0851.com/,(514) 849-9759,Boul. Saint-Laurent,"3526 Boul St-Laurent, Montréal, QC H2X 2V1, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,mode FERMÉ MAIS EN ACTIVITÉ https://www.m0851.com/",ChIJW8zyXUoayUwRnJmgxmsCDPM,45.5131569,-73.5711564
Main Deli Steak House,Restos et Cafés,Site,http://www.maindelisteakhouse.com/,(514) 843-8126,Boul. Saint-Laurent,"3864 Boul St-Laurent, Montréal, QC H2W 1Y2, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,comfort-food,restos FERMÉ MAIS EN ACTIVITÉ foodora.ca, skipthedishes.com, doordash.com",ChIJWcOwpjQayUwRwL3TvBn6FXc,45.5159804,-73.5774377
Mambo Fit Studio,"Santé, sports, beauté et bien-être",Site,http://www.mambofitstudio.com/,514) 623-9348,Boul. Saint-Laurent,"4324 Boul St-Laurent 2ème étage, Montréal, QC H2W 1Z3, Canada",Fermé,,,,,"beaute-bien-etre,conditionnement-physique FERMÉ MAIS EN ACTIVITÉ https://mailchi.mp/608855f6e4c6/mambo-fit-online-classes",ChIJwcZSvNIbyUwRnEcOiV3avrc,45.51891,-73.583934
Marché Shanaj,Mode et accessoires,,,(514) 419-9006,Boul. Saint-Laurent,"4142 Boul St-Laurent, Montréal, QC H2W 1Y9, Canada",Ouvert ou activité réduite,,,,,"mode-magasinage,fleuristes-cadeaux-artisanat OUVERT ",ChIJT1FKMs0byUwRi3wGt74fzIw,45.517678,-73.5812503
Marché Tradition De La Main,Alimentation,,,(514) 565-3301,Boul. Saint-Laurent,"3701 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,,,,"manger-boire,epiceries-depanneurs-tabagies OUVERT HEURES REDUITES (L-D 8H à 20H)",ChIJ-ybtGTUayUwR-HGAPM172i4,45.5149739,-73.5744794
Mat&max,"Santé, sports, beauté et bien-être",Site,https://www.matandmax.com/ca-en,(514) 282-2222,Boul. Saint-Laurent,3758 Saint-Laurent,Ouvert ou activité réduite,,Oui,,,"beaute-bien-etre,soins-de-beaute FERMÉ MAIS EN ACTIVITÉ https://www.matandmax.com/ca-en",,,
Med Usine De Pizza,Alimentation,Site,http://medusinedepizza.com/,(514) 982-0982,Boul. Saint-Laurent,"3679 Boul St-Laurent, Montréal, QC H2X 2V5, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,comfort-food FERMÉ MAIS EN ACTIVITÉ doordash.com, foodora.ca, skipthedishes.com, restomenu.com",ChIJe_4uEjUayUwRdMuXBiRX2BY,45.5146965,-73.5739808
Médicus,"Santé, sports, beauté et bien-être",Site,https://medicus.ca/succursales/medicus-st-laurent/,(514) 276-3691 ,Boul. Saint-Laurent,"5050 Boul St-Laurent, Montréal, QC H2T 1R7, Canada",Ouvert ou activité réduite,,,,,"beaute-bien-etre,soins-de-sante-cliniques OUVERT ",ChIJX_cj69UbyUwRhX8Gy3KsOCk,45.5227873,-73.5925357
Melbourne Café,Restos et Cafés,Site,https://www.facebook.com/melbcafe/,-,Boul. Saint-Laurent,"4615 Boul St-Laurent, Montréal, QC H2T 1R2, Canada",Fermé,,,,,"manger-boire,cafes,patisseries-boulangeries FERMÉ MAIS EN ACTIVITÉ Ubereat",ChIJDf_1gNMbyUwRcqql2jZQ72Y,45.5211284,-73.5880797
Meuble Dubois,Mode et accessoires,Site,http://www.duboismeubles.com/,(438) 387-7755,Boul. Saint-Laurent,"4461 Boul St-Laurent, Montréal, QC H2W 1Z8, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,maison-et-deco FERMÉ MAIS EN ACTIVITÉ https://duboismeubles.com/",ChIJ_4DFAtMbyUwRs125QkqQ_qI,45.5199697,-73.5857113
Modo Yoga Montreal,"Santé, sports, beauté et bien-être",Site,https://montreal.modoyoga.com/,(514) 288-3863,Boul. Saint-Laurent,"3863 Boul St-Laurent Suite 205, Montréal, QC H2W 1Y1, Canada",Ouvert ou activité réduite,,Oui,Oui,,"beaute-bien-etre,bien-etre-yoga FERMÉ MAIS EN ACTIVITÉ : cours en ligne  https://www.facebook.com/ModoYogaMontreal/?__tn__=k*F&tn-str=k*F ",ChIJBZsEhpQyVUARz1-Q8fdSq58,45.516175,-73.577194
Montauk Sofa,Mode et accessoires,Site,http://www.montauksofa.com/,(514) 845-8285,Boul. Saint-Laurent,"4404 Boul St-Laurent, Montréal, QC H2W 1Z5, Canada",Fermé,,,,,"mode-magasinage,maison-et-deco FERMÉ MAIS EN ACTIVITÉ ",ChIJM01x5tIbyUwRnndNWv5cu10,45.5194673,-73.5852263
Montreal E-sports,Mode et accessoires,Site,https://www.mtlesports.com/,(514) 545-9100,Boul. Saint-Laurent,"3715 Boul St-Laurent, Montréal, QC H2X 2V7, Canada",Fermé,,,,,"mode-magasinage,quincailleries-electronique FERMÉ MAIS EN ACTIVITÉ https://www.mtlesportsacademy.com/en/",ChIJq6r6HjUayUwRJ5sqldEHj94,45.5150138,-73.5747216
Montreal Images,Mode et accessoires,Site,http://montreal-images.com/,(514) 842-0160,Boul. Saint-Laurent,"3620 St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"gestion-services,copies-impression-encadrement,mode-magasinage,maison-et-deco FERMÉ MAIS EN ACTIVITÉ https://montreal-images.myshopify.com/",ChIJ-bfFeTUayUwRvX37gxFlMY0,45.5140032,-73.5730939
Montreal Paella 3686b,Alimentation,Site,http://www.montrealpaella.com/,(514) 842-5900,Boul. Saint-Laurent,"3686B Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,comfort-food FERMÉ MAIS EN ACTIVITÉ GOLO DOORDASH UBEREATS",ChIJbdNhUgYbyUwR54Gkb_4sfxs,45.51443,-73.574299
Moog Audio,Mode et accessoires,Site,http://www.moogaudio.com/,,Boul. Saint-Laurent,"3828 Boul St-Laurent, Montréal, QC H2W 1X6, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,livres-magazines-musique FERMÉ MAIS EN ACTIVITÉ https://www.moogaudio.com/",ChIJMS9-vjQayUwRIDJ19lzwCTk,45.5156737,-73.5768021
Mumbai Masala,Restos et Cafés,,,(514) 843-3399,Boul. Saint-Laurent,"3673 Boul St-Laurent, Montréal, QC H2X 2V5, Canada",Fermé,,,,,"manger-boire,restos FERMÉ MAIS EN ACTIVITÉ Foodora.ca",ChIJkeJaEjUayUwRq9OzEQLPbZA,45.5146614,-73.5738729
Musée Du Montréal Juif/ Fletcher,Culture,Site,http://museemontrealjuif.ca/fletchers/,,Boul. Saint-Laurent,"#R01 4040 Saint Laurent Boulevard, Montreal, QC H2W 1Y8, Canada",Fermé,,,,,"art-culture,festivals-organismes-culturels FERMÉ* accepte les dons  https://museemontrealjuif.ca/fr/soutien/ ",ChIJpS0fMjMayUwRghiB8YHB5gQ,45.5169489,-73.579716
Mysore Restaurant,Restos et Cafés,Site,http://www.restaurantmysore.com/,(514) 844-4733,Boul. Saint-Laurent,"4216 Boul St-Laurent, Montréal, QC H2W 1Z3, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,restos FERMÉ MAIS EN ACTIVITÉ Foodora",ChIJ0-T2Rc0byUwRvHteVMaOBqk,45.5180931,-73.5822442
Nantel Musique,Mode et accessoires,Site,http://www.nantelmusique.ca/,(514) 750-9818,Boul. Saint-Laurent,"4590 Boul St-Laurent, Montréal, QC H2T 1R3, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,livres-magazines-musique FERMÉ MAIS EN ACTIVITÉ https://www.nantelmusique.ca/",ChIJFX2ff9MbyUwRfOUy3D3p_pk,45.520751,-73.58829
New Look,Mode et accessoires,Site,https://www.newlook.ca/,(514) 270-4747,Boul. Saint-Laurent,"1 Boulevard Saint Joseph O, Montréal, QC H2T 2P2, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,lunetteries OUVERT https://www.newlook.ca/fr/",ChIJDY85t9UbyUwRZ4EiLdSj5aQ,45.5223564,-73.591694
Notaire Jocelyne Sequeira,Autres commerces et services,,,(514) 844-2383,Boul. Saint-Laurent,"4625 Boul St-Laurent, Montréal, QC H2T 1R2, Canada",Fermé,,,,,"professionnels-creatifs,avocats-notaires-comptables FERMÉ MAIS EN ACTIVITÉ https://www.facebook.com/jocelynesequeiranotaire/",ChIJYx9xf9QbyUwRHH6l90qHiQk,45.5211229,-73.5882981
Oatbox,Alimentation,Site,https://www.oatbox.com/,,Boul. Saint-Laurent,3455 Saint- dominique,Ouvert ou activité réduite,,Oui,,,"manger-boire,epiceries-depanneurs-tabagies FERMÉ AU PUBLIC https://www.oatbox.com/",,,
Omnivore,Restos et Cafés,Site,http://www.omnivoregrill.com/,(514) 303-5757,Boul. Saint-Laurent,"4306 Boul St-Laurent, Montréal, QC H2W 1Z3, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,restos FERMÉ MAIS EN ACTIVITÉ alce.ca, uber eats, foodora",ChIJDXimldIbyUwRQ-jkJhpqFPQ,45.5187642,-73.5836485
Onze Montréal,Mode et accessoires,Site,http://www.onze-montreal.com/,(514) 439-7181,Boul. Saint-Laurent,"4151 Boul St-Laurent, Montréal, QC H2W 1Y7, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,mode FERMÉ MAIS EN ACTIVITÉ https://onze-montreal.com/collections/frontpage",ChIJdVwQLM0byUwRCb_RrQU4x94,45.5179061,-73.5810853
Oppen's,Mode et accessoires,Site,http://www.oppens.ca/,,Boul. Saint-Laurent,"4828 St Lawrence, Montréal, QC H2T 1R5, Canada",Ouvert ou activité réduite,,Oui,,,"mode-magasinage,mode FERMÉ MAIS EN ACTIVITÉ https://oppens.ca/",ChIJD5pvW9QbyUwRsjTQnTj8SOM,45.5216529,-73.5900197
Patati Patata,Restos et Cafés,,,(514) 844-0216,Boul. Saint-Laurent,"4177 Boul St-Laurent, Montréal, QC H2W 1Y7, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,comfort-food,restos FERMÉ MAIS EN ACTIVITÉ Foodora, d'autres plateforme à suivre",ChIJISKNN80byUwRKAhUAA9dBmo,45.5180425,-73.5815133
Pharmaprix,"Santé, sports, beauté et bien-être",Site,https://stores.pharmaprix.ca/fr/store/1800/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,(514) 844-3550,Boul. Saint-Laurent,"3861 Boul St-Laurent, Montréal, QC H2W 1Y1, Canada",Ouvert ou activité réduite,,,,,"beaute-bien-etre,soins-de-sante-cliniques OUVERT -",ChIJkfLbpDQayUwRXJ8bL9L5eag,45.5162277,-73.5769457
Pitou Minou & Compagnons,Mode et accessoires,Site,"Par téléphone, paiement par carte de crédit",(514) 285-0500,Boul. Saint-Laurent,4528 Saint-Laurent,Ouvert ou activité réduite,,Oui,,,"mode-magasinage,animaleries OUVERT Par téléphone, paiement par carte de crédit",,,
Pizza Hut,Alimentation,Site,https://www.pizzahut.ca/store-details/store-R43001/pizza-hut-Montreal,(514) 842-9944,Boul. Saint-Laurent,"3547 Boul St-Laurent, Montréal, QC H2X 2T6, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,comfort-food FERMÉ MAIS EN ACTIVITÉ https://www.pizzahut.ca/store-details/store-R43001/pizza-hut-Montreal",ChIJPdHOybIbyUwR_3p8uJ1X-go,45.513747,-73.571765
Pizza Pizza,Alimentation,Site,https://www.pizzapizza.ca/,(514) 737-1111,Boul. Saint-Laurent,"3714 Boul St-Laurent, Montréal, QC H2X 1A1, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,comfort-food FERMÉ MAIS EN ACTIVITÉ https://www5.pizzapizza.ca/store/301/delivery",ChIJ8e-6W0oayUwRd0W1JTwMbjE,45.5146658,-73.5745824
Pop Up La Petite Garçonne / Pas Le Bon Nom ,Autres commerces et services,,,514-903-1861,Boul. Saint-Laurent,"3656 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,, FERMÉ MAIS EN ACTIVITÉ www.lapetitegarconne.ca,ChIJaR1xczUayUwRF6pMGmy5L3o,45.5142731,-73.5736755
Pourquoi Pas Optique,"Santé, sports, beauté et bien-être",Site,https://www.lunetterie-pourquoipas.ca/,,Boul. Saint-Laurent,4648 Saint-Laurent,Ouvert ou activité réduite,,Oui,,, FERMÉ MAIS EN ACTIVITÉ https://www.lunetterie-pourquoipas.ca/,,,
Prato Pizzeria & Cafe,Restos et Cafés,,,(514) 285-1616,Boul. Saint-Laurent,"3891 Boul St-Laurent, Montréal, QC H2W 1X9, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,restos FERMÉ MAIS EN ACTIVITÉ Foodora ",ChIJ3wDNpzQayUwRP52Wu6fXMGk,45.516289,-73.5774901
Proxim,"Santé, sports, beauté et bien-être",,,514-288-4864,Boul. Saint-Laurent,"4084 Boul St-Laurent, Montréal, QC H2W 1Y9, Canada",Ouvert ou activité réduite,,,,,"beaute-bien-etre,soins-de-sante-cliniques OUVERT -",ChIJB57ZKjMayUwRFSNPz_a4_X4,45.5171194,-73.5803345
Psychonaut,Alimentation,Site,https://www.psychonaut.ca/,(514) 844-8998,Boul. Saint-Laurent,"3624 Boul St-Laurent A, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,epiceries-depanneurs-tabagies FERMÉ MAIS EN ACTIVITÉ https://www.psychonaut.ca/",ChIJi7hKpkoayUwRTsH6zeic-g4,45.5139461,-73.5732412
Pulse Électronique,Mode et accessoires,,,-,Boul. Saint-Laurent,"3785 Boul St-Laurent, Montréal, QC H2W 1X8, Canada",Ouvert ou activité réduite,,Oui,Oui,,"mode-magasinage,quincailleries-electronique  -",ChIJRVQ06DQayUwRvXByyKZCCms,45.5154465,-73.5757363
Rachelle Béry,Alimentation,Site,https://www.rachellebery.ca/magasin/8609?utm_source=G&utm_medium=lpm&utm_campaign=SobeysMontreal,,Boul. Saint-Laurent,"4810 Boul St-Laurent, Montréal, QC H2T 1R5, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,epiceries-depanneurs-tabagies OUVERT  https://boutique.rachellebery.ca/",ChIJx9NhZ9QbyUwRE-aHZ0RLAjs,45.521478,-73.589733
Reservoir Brasserie,Restos et Cafés,Site,http://reservoirbrasseur.com/,(514) 849-7779,Boul. Saint-Laurent,"9 Avenue Duluth E, Montréal, QC H2W 1G7, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,bars-boites-de-nuits-lounges,restos FERMÉ MAIS EN ACTIVITÉ http://reservoirbrasseur.com/",ChIJt1iSMzMayUwRXDqFy_11h8c,45.5172694,-73.5792667
Robin Des Bois,Restos et Cafés,Site,https://robindesbois.ca/,,Boul. Saint-Laurent,"4653 Boul St-Laurent, Montréal, QC H2T 1R2, Canada",Ouvert ou activité réduite,,Oui,Oui,,"art-culture,festivals-organismes-culturels,manger-boire,restos FERMÉ MAIS EN ACTIVITÉ www.robindesbois.ca + Foodora ",ChIJd8wI79IbyUwRmqWE_7RKA0Y,45.5213727,-73.5887602
Sabor Latino 2,Restos et Cafés,Site,http://www.saborlatino.ca/,(514) 848-1078,Boul. Saint-Laurent,"4387 Boul St-Laurent, Montréal, QC H2W 1Z8, Canada",Ouvert ou activité réduite,,,Oui,,"manger-boire,boucheries-poissonneries-delicatessen,comfort-food,epiceries-depanneurs-tabagies,patisseries-boulangeries,restos OUVERT  AVEC HORRAIRE REDUIT (L-S : 9H à 19H et D: 9 à 18H)",ChIJt1lj6dIbyUwRKh7jxwyLTm4,45.5194649,-73.5845951
Salon Unlistd,"Santé, sports, beauté et bien-être",Site,http://www.unlistd.ca/,,Boul. Saint-Laurent,"3648a Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,Oui,,"beaute-bien-etre,soins-de-beaute FERMÉ MAIS EN ACTIVITE https://www.unlistd.ca/en/shop/",ChIJhVi2_TQayUwRN4BBLy_eQd4,45.5141676,-73.5735721
Saq,Alimentation,Site,http://www.saq.com/webapp/wcs/stores/servlet/SAQStoreLocatorSearchResultsStoreDetailsView?storeLocationId=10008&catalogId=50000&langId=-2&storeIdentifier=23010&storeId=20002&utm_source=G&utm_medium=lpm&utm_campaign=saq,,Boul. Saint-Laurent,"3730 Boul St-Laurent, Montréal, QC H2X 2V8, Canada",Ouvert ou activité réduite,,,,,"manger-boire,epiceries-depanneurs-tabagies OUVERT  ",ChIJx6TlGjUayUwR1kEZMtrtKk4,45.5147987,-73.5749109
Schwartz's,Restos et Cafés,Site,https://schwartzsdeli.com/index.php?route=common/home,(514) 842-4813,Boul. Saint-Laurent,"3895 Boul St-Laurent, Montréal, QC H2W 1X9, Canada",Ouvert ou activité réduite,,Oui,,,"manger-boire,comfort-food,restos FERMÉ MAIS EN ACTIVITÉ Foodora ",ChIJEWsAWDMayUwRQPiLFOWhYdk,45.5163503,-73.5776401
Second Cup,Restos et Cafés,Site,https://secondcup.com/location/3801-st-laurent-blvd,,Boul. Saint-Laurent,"3801 Boul St-Laurent, Montréal, QC H2W 1V9, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,cafes FERMÉ MAIS EN ACTIVITÉ Uber Eats",ChIJqWbCeO4byUwRp3I9nkCdits,45.5156185,-73.5759572
Singh's Indian Cuisine,Restos et Cafés,Site,http://www.restosinghs.com/,(514) 303-4800,Boul. Saint-Laurent,"3712 Boul St-Laurent, Montréal, QC H2X 2V4, Canada",Ouvert ou activité réduite,,Oui,Oui,,"manger-boire,restos FERMÉ MAIS EN ACTIVITÉ restosinghs.com, skipthedishes.com, foodora.ca",ChIJ01-yGjUayUwRQZB939jjScI,45.5146413,-73.5745138
"Slovenia, Boucherie Et Charcuterie",Alimentation,,,(514) 842-3558,Boul. Saint-Laurent,"3653 Boul St-Laurent, Montréal, QC H2X 2V5, Canada",Ouvert ou activité réduite,,,Oui,,"manger-boire,boucheries-poissonneries-delicatessen  -",ChIJkzuBcjUayUwR7pODzI0dVXQ,45.5144681,-73.5735113
